model,dataset,db_id,question_id,complexity,question,ground_truth_sql,generated_sql,gt_exec_success,pred_exec_success_pg,pred_exec_success_sqlite,is_correct,generation_time
Qwen2.5-1.5B,custom,custom,custom_67,Hard,Which customers have bought 'Product 5'?,"SELECT DISTINCT T1.first_name, T1.last_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 5'","SELECT c.first_name, c.last_name 
FROM customers c 
JOIN orders o ON c.customer_id = o.customer_id 
JOIN order_items oi ON o.order_id = oi.order_id 
JOIN products p ON oi.product_id = p.product_id 
WHERE p.product_id = 5;",TRUE,TRUE,TRUE,TRUE,2.9375
Qwen2.5-1.5B,custom,custom,custom_68,Hard,List the total quantity of 'Product 1' ordered by customers in 'London'.,SELECT sum(T3.quantity) FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 1' AND T1.city = 'London',"SELECT 
    SUM(order_items.quantity) AS total_quantity
FROM 
    orders o
JOIN 
    order_items oi ON o.order_id = oi.order_id
JOIN 
    products p ON oi.product_id = p.product_id
WHERE 
    p.product_name = 'Product 1'
AND",TRUE,FALSE,FALSE,FALSE,2.5146
Qwen2.5-1.5B,custom,custom,custom_69,Hard,Find the first name of customers who bought 'Product 1' but live in 'New York'.,SELECT T1.first_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 1' AND T1.city = 'New York',"SELECT c.first_name
FROM customers AS c
JOIN orders AS o ON c.customer_id = o.customer_id
JOIN order_items AS oi ON o.order_id = oi.order_id
JOIN products AS p ON oi.product_id = p.product_id
WHERE p.product_name = 'Product 1'
AND",TRUE,FALSE,FALSE,FALSE,2.5403
Qwen2.5-1.5B,custom,custom,custom_70,Hard,Find the first name of customers who bought 'Product 5' but live in 'London'.,SELECT T1.first_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 5' AND T1.city = 'London',"SELECT c.first_name
FROM customers AS c
JOIN orders AS o ON c.customer_id = o.customer_id
JOIN order_items AS oi ON o.order_id = oi.order_id
JOIN products AS p ON oi.product_id = p.product_id
WHERE p.product_id = 5 AND c.city =",TRUE,FALSE,FALSE,FALSE,2.7879
Qwen2.5-1.5B,custom,custom,custom_71,Hard,Which customers have bought 'Product 1'?,"SELECT DISTINCT T1.first_name, T1.last_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 1'","SELECT c.first_name, c.last_name 
FROM customers c 
JOIN orders o ON c.customer_id = o.customer_id 
JOIN order_items oi ON o.order_id = oi.order_id 
JOIN products p ON oi.product_id = p.product_id 
WHERE p.product_id = 'Product 1';",TRUE,FALSE,TRUE,FALSE,2.5075
Qwen2.5-1.5B,custom,custom,custom_72,Hard,Find the first name of customers who bought 'Product 1' but live in 'London'.,SELECT T1.first_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 1' AND T1.city = 'London',"SELECT c.first_name
FROM customers AS c
JOIN orders AS o ON c.customer_id = o.customer_id
JOIN order_items AS oi ON o.order_id = oi.order_id
JOIN products AS p ON oi.product_id = p.product_id
WHERE p.product_name = 'Product 1'
AND",TRUE,FALSE,FALSE,FALSE,2.4667
Qwen2.5-1.5B,custom,custom,custom_73,Hard,List the total quantity of 'Product 10' ordered by customers in 'New York'.,SELECT sum(T3.quantity) FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 10' AND T1.city = 'New York',"SELECT 
    SUM(order_items.quantity) AS total_quantity_ordered
FROM 
    orders o
JOIN 
    order_items oi ON o.order_id = oi.order_id
JOIN 
    products p ON oi.product_id = p.product_id
WHERE 
    p.product_id = 'Product 10'",TRUE,FALSE,FALSE,FALSE,2.7021
Qwen2.5-1.5B,custom,custom,custom_74,Hard,Which customers have bought 'Product 5'?,"SELECT DISTINCT T1.first_name, T1.last_name FROM customers T1 JOIN orders T2 ON T1.customer_id = T2.customer_id JOIN order_items T3 ON T2.order_id = T3.order_id JOIN products T4 ON T3.product_id = T4.product_id WHERE T4.product_name = 'Product 5'","SELECT c.first_name, c.last_name 
FROM customers c 
JOIN orders o ON c.customer_id = o.customer_id 
JOIN order_items oi ON o.order_id = oi.order_id 
JOIN products p ON oi.product_id = p.product_id 
WHERE p.product_id = 5;",TRUE,TRUE,TRUE,TRUE,2.4516
Qwen2.5-1.5B,custom,custom,custom_75,Extra Hard,Find the customers who have placed an order with a value higher than the average order value.,"SELECT first_name, last_name FROM customers WHERE customer_id IN (SELECT customer_id FROM orders WHERE total_amount > (SELECT avg(total_amount) FROM orders))","SELECT c.customer_id, c.first_name, c.last_name
FROM customers c
JOIN orders o ON c.customer_id = o.customer_id
JOIN order_items oi ON o.order_id = oi.order_id
WHERE o.total_amount > (SELECT AVG(total_amount) FROM orders)
GROUP BY c.customer_id",TRUE,FALSE,TRUE,FALSE,2.5208
Qwen2.5-1.5B,custom,custom,custom_76,Extra Hard,Find the order with the highest total amount.,SELECT order_id FROM orders WHERE total_amount = (SELECT max(total_amount) FROM orders),"SELECT o.order_id, o.customer_id, o.order_date, o.status, SUM(p.price * oi.quantity) AS total_amount
FROM orders o
JOIN order_items oi ON o.order_id = oi.order_id
JOIN products p ON oi.product_id = p.product_id
GROUP BY o.order_id",TRUE,FALSE,TRUE,FALSE,2.4889
Qwen2.5-1.5B,custom,custom,custom_77,Extra Hard,List products that have never been ordered.,SELECT product_name FROM products WHERE product_id NOT IN (SELECT product_id FROM order_items),"SELECT DISTINCT p.product_name 
FROM products p 
WHERE p.product_id NOT IN (SELECT oi.product_id FROM order_items oi)",TRUE,TRUE,TRUE,TRUE,1.2147
Qwen2.5-1.5B,custom,custom,custom_78,Extra Hard,Find the customers who have placed an order with a value higher than the average order value.,"SELECT first_name, last_name FROM customers WHERE customer_id IN (SELECT customer_id FROM orders WHERE total_amount > (SELECT avg(total_amount) FROM orders))","SELECT c.customer_id, c.first_name, c.last_name
FROM customers c
JOIN orders o ON c.customer_id = o.customer_id
JOIN order_items oi ON o.order_id = oi.order_id
WHERE o.total_amount > (SELECT AVG(total_amount) FROM orders)
GROUP BY c.customer_id",TRUE,FALSE,TRUE,FALSE,2.4998
Qwen2.5-1.5B,custom,custom,custom_79,Extra Hard,List products that have never been ordered.,SELECT product_name FROM products WHERE product_id NOT IN (SELECT product_id FROM order_items),"SELECT DISTINCT p.product_name 
FROM products p 
WHERE p.product_id NOT IN (SELECT oi.product_id FROM order_items oi)",TRUE,TRUE,TRUE,TRUE,1.2626
Qwen2.5-1.5B,custom,custom,custom_80,Extra Hard,Find the customers who have placed an order with a value higher than the average order value.,"SELECT first_name, last_name FROM customers WHERE customer_id IN (SELECT customer_id FROM orders WHERE total_amount > (SELECT avg(total_amount) FROM orders))","SELECT c.customer_id, c.first_name, c.last_name
FROM customers c
JOIN orders o ON c.customer_id = o.customer_id
JOIN order_items oi ON o.order_id = oi.order_id
WHERE o.total_amount > (SELECT AVG(total_amount) FROM orders)
GROUP BY c.customer_id",TRUE,FALSE,TRUE,FALSE,3.2903
Qwen2.5-1.5B,custom,custom,custom_81,Extra Hard,List products that have never been ordered.,SELECT product_name FROM products WHERE product_id NOT IN (SELECT product_id FROM order_items),"SELECT DISTINCT p.product_name 
FROM products p 
WHERE p.product_id NOT IN (SELECT oi.product_id FROM order_items oi)",TRUE,TRUE,TRUE,TRUE,1.2013
Qwen2.5-1.5B,custom,custom,custom_82,Extra Hard,Find the order with the highest total amount.,SELECT order_id FROM orders WHERE total_amount = (SELECT max(total_amount) FROM orders),"SELECT o.order_id, o.customer_id, o.order_date, o.status, SUM(p.price * oi.quantity) AS total_amount
FROM orders o
JOIN order_items oi ON o.order_id = oi.order_id
JOIN products p ON oi.product_id = p.product_id
GROUP BY o.order_id",TRUE,FALSE,TRUE,FALSE,2.4907
Qwen2.5-1.5B,custom,custom,custom_83,Extra Hard,List products that have never been ordered.,SELECT product_name FROM products WHERE product_id NOT IN (SELECT product_id FROM order_items),"SELECT DISTINCT p.product_name 
FROM products p 
WHERE p.product_id NOT IN (SELECT oi.product_id FROM order_items oi)",TRUE,TRUE,TRUE,TRUE,1.2059
Qwen2.5-1.5B,custom,custom,custom_84,Extra Hard,Find the order with the highest total amount.,SELECT order_id FROM orders WHERE total_amount = (SELECT max(total_amount) FROM orders),"SELECT o.order_id, o.customer_id, o.order_date, o.status, SUM(p.price * oi.quantity) AS total_amount
FROM orders o
JOIN order_items oi ON o.order_id = oi.order_id
JOIN products p ON oi.product_id = p.product_id
GROUP BY o.order_id",TRUE,FALSE,TRUE,FALSE,2.6386
Qwen2.5-1.5B,custom,custom,custom_85,Extra Hard,Find the customers who have placed an order with a value higher than the average order value.,"SELECT first_name, last_name FROM customers WHERE customer_id IN (SELECT customer_id FROM orders WHERE total_amount > (SELECT avg(total_amount) FROM orders))","SELECT c.customer_id, c.first_name, c.last_name
FROM customers c
JOIN orders o ON c.customer_id = o.customer_id
JOIN order_items oi ON o.order_id = oi.order_id
WHERE o.total_amount > (SELECT AVG(total_amount) FROM orders)
GROUP BY c.customer_id",TRUE,FALSE,TRUE,FALSE,3.179
Qwen2.5-1.5B,custom,custom,custom_86,Extra Hard,Find the customers who have placed an order with a value higher than the average order value.,"SELECT first_name, last_name FROM customers WHERE customer_id IN (SELECT customer_id FROM orders WHERE total_amount > (SELECT avg(total_amount) FROM orders))","SELECT c.customer_id, c.first_name, c.last_name
FROM customers c
JOIN orders o ON c.customer_id = o.customer_id
JOIN order_items oi ON o.order_id = oi.order_id
WHERE o.total_amount > (SELECT AVG(total_amount) FROM orders)
GROUP BY c.customer_id",TRUE,FALSE,TRUE,FALSE,2.5171
Qwen2.5-1.5B,custom,custom,custom_87,Extra Hard,Find the customers who have placed an order with a value higher than the average order value.,"SELECT first_name, last_name FROM customers WHERE customer_id IN (SELECT customer_id FROM orders WHERE total_amount > (SELECT avg(total_amount) FROM orders))","SELECT c.customer_id, c.first_name, c.last_name
FROM customers c
JOIN orders o ON c.customer_id = o.customer_id
JOIN order_items oi ON o.order_id = oi.order_id
WHERE o.total_amount > (SELECT AVG(total_amount) FROM orders)
GROUP BY c.customer_id",TRUE,FALSE,TRUE,FALSE,2.8571
Qwen2.5-1.5B,custom,custom,custom_88,Extra Hard,List products that have never been ordered.,SELECT product_name FROM products WHERE product_id NOT IN (SELECT product_id FROM order_items),"SELECT DISTINCT p.product_name 
FROM products p 
WHERE p.product_id NOT IN (SELECT oi.product_id FROM order_items oi)",TRUE,TRUE,TRUE,TRUE,1.2062
Qwen2.5-1.5B,custom,custom,custom_89,Extra Hard,Find the order with the highest total amount.,SELECT order_id FROM orders WHERE total_amount = (SELECT max(total_amount) FROM orders),"SELECT o.order_id, o.customer_id, o.order_date, o.status, SUM(p.price * oi.quantity) AS total_amount
FROM orders o
JOIN order_items oi ON o.order_id = oi.order_id
JOIN products p ON oi.product_id = p.product_id
GROUP BY o.order_id",TRUE,FALSE,TRUE,FALSE,2.474
Qwen2.5-1.5B,custom,custom,custom_90,Extra Hard,List products that have never been ordered.,SELECT product_name FROM products WHERE product_id NOT IN (SELECT product_id FROM order_items),"SELECT DISTINCT p.product_name 
FROM products p 
WHERE p.product_id NOT IN (SELECT oi.product_id FROM order_items oi)",TRUE,TRUE,TRUE,TRUE,1.2187
Qwen2.5-1.5B,custom,custom,custom_91,Extra Hard,List products that have never been ordered.,SELECT product_name FROM products WHERE product_id NOT IN (SELECT product_id FROM order_items),"SELECT DISTINCT p.product_name 
FROM products p 
WHERE p.product_id NOT IN (SELECT oi.product_id FROM order_items oi)",TRUE,TRUE,TRUE,TRUE,1.2263
Qwen2.5-1.5B,custom,custom,custom_92,Extra Hard,Find the customers who have placed an order with a value higher than the average order value.,"SELECT first_name, last_name FROM customers WHERE customer_id IN (SELECT customer_id FROM orders WHERE total_amount > (SELECT avg(total_amount) FROM orders))","SELECT c.customer_id, c.first_name, c.last_name
FROM customers c
JOIN orders o ON c.customer_id = o.customer_id
JOIN order_items oi ON o.order_id = oi.order_id
WHERE o.total_amount > (SELECT AVG(total_amount) FROM orders)
GROUP BY c.customer_id",TRUE,FALSE,TRUE,FALSE,2.4748
Qwen2.5-1.5B,custom,custom,custom_93,Extra Hard,Find the order with the highest total amount.,SELECT order_id FROM orders WHERE total_amount = (SELECT max(total_amount) FROM orders),"SELECT o.order_id, o.customer_id, o.order_date, o.status, SUM(p.price * oi.quantity) AS total_amount
FROM orders o
JOIN order_items oi ON o.order_id = oi.order_id
JOIN products p ON oi.product_id = p.product_id
GROUP BY o.order_id",TRUE,FALSE,TRUE,FALSE,2.4907
Qwen2.5-1.5B,custom,custom,custom_94,Extra Hard,Find the order with the highest total amount.,SELECT order_id FROM orders WHERE total_amount = (SELECT max(total_amount) FROM orders),"SELECT o.order_id, o.customer_id, o.order_date, o.status, SUM(p.price * oi.quantity) AS total_amount
FROM orders o
JOIN order_items oi ON o.order_id = oi.order_id
JOIN products p ON oi.product_id = p.product_id
GROUP BY o.order_id",TRUE,FALSE,TRUE,FALSE,2.5195
Qwen2.5-1.5B,custom,custom,custom_95,Extra Hard,Find the customers who have placed an order with a value higher than the average order value.,"SELECT first_name, last_name FROM customers WHERE customer_id IN (SELECT customer_id FROM orders WHERE total_amount > (SELECT avg(total_amount) FROM orders))","SELECT c.customer_id, c.first_name, c.last_name
FROM customers c
JOIN orders o ON c.customer_id = o.customer_id
JOIN order_items oi ON o.order_id = oi.order_id
WHERE o.total_amount > (SELECT AVG(total_amount) FROM orders)
GROUP BY c.customer_id",TRUE,FALSE,TRUE,FALSE,2.485
Qwen2.5-1.5B,custom,custom,custom_96,Extra Hard,List products that have never been ordered.,SELECT product_name FROM products WHERE product_id NOT IN (SELECT product_id FROM order_items),"SELECT DISTINCT p.product_name 
FROM products p 
WHERE p.product_id NOT IN (SELECT oi.product_id FROM order_items oi)",TRUE,TRUE,TRUE,TRUE,1.6494
Qwen2.5-1.5B,custom,custom,custom_97,Extra Hard,Find the order with the highest total amount.,SELECT order_id FROM orders WHERE total_amount = (SELECT max(total_amount) FROM orders),"SELECT o.order_id, o.customer_id, o.order_date, o.status, SUM(p.price * oi.quantity) AS total_amount
FROM orders o
JOIN order_items oi ON o.order_id = oi.order_id
JOIN products p ON oi.product_id = p.product_id
GROUP BY o.order_id",TRUE,FALSE,TRUE,FALSE,2.7254
Qwen2.5-1.5B,custom,custom,custom_98,Extra Hard,Find the order with the highest total amount.,SELECT order_id FROM orders WHERE total_amount = (SELECT max(total_amount) FROM orders),"SELECT o.order_id, o.customer_id, o.order_date, o.status, SUM(p.price * oi.quantity) AS total_amount
FROM orders o
JOIN order_items oi ON o.order_id = oi.order_id
JOIN products p ON oi.product_id = p.product_id
GROUP BY o.order_id",TRUE,FALSE,TRUE,FALSE,2.536
Qwen2.5-1.5B,custom,custom,custom_99,Extra Hard,Find the order with the highest total amount.,SELECT order_id FROM orders WHERE total_amount = (SELECT max(total_amount) FROM orders),"SELECT o.order_id, o.customer_id, o.order_date, o.status, SUM(p.price * oi.quantity) AS total_amount
FROM orders o
JOIN order_items oi ON o.order_id = oi.order_id
JOIN products p ON oi.product_id = p.product_id
GROUP BY o.order_id",TRUE,FALSE,TRUE,FALSE,2.4997
