model,dataset,db_id,question_id,complexity,question,ground_truth_sql,generated_sql,gt_exec_success,pred_exec_success_pg,pred_exec_success_sqlite,is_correct,generation_time,cpu_proc_percent,cpu_system_percent,ram_proc_rss_mb,ram_system_percent,gpu_util_percent,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_percent,total_runtime_s,peak_ram_rss_mb,peak_cpu_percent_process,peak_gpu_vram_allocated_mb,peak_gpu_vram_reserved_mb,cpu_ram_available,gpu_available
TinyLlama,atis,atis,atis_572,Hard,i'd like to see the flights from PITTSBURGH to PHILADELPHIA,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , FLIGHT AS FLIGHTalias0 WHERE CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = 'PITTSBURGH' AND CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = 'PHILADELPHIA' AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ;","SELECT airline_code, aircraft_code, aircraft_description,
       manufacturer, basic_type, engines, propulsion,
       wide_body, wing_span, length, weight, capacity,
       pay_load, cruising_speed, range_miles,
       pressurized, KEY, KEY, KEY, KEY,
       KEY, KEY, KEY, KEY, KEY, KEY, KEY,
       KEY, KEY,",True,False,False,False,3.7652,49.6151,66.9,3985.1094,41.5,71.0,4941.875,15360.0,32.1737,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,atis,atis,atis_54,Hard,display all flights from DALLAS to BOSTON on 7 30,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , DATE_DAY AS DATE_DAYalias0 , DAYS AS DAYSalias0 , FLIGHT AS FLIGHTalias0 WHERE ( CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = 'BOSTON' AND DATE_DAYalias0.DAY_NUMBER = 30 AND DATE_DAYalias0.MONTH_NUMBER = 7 AND DATE_DAYalias0.YEAR = 1991 AND DAYSalias0.DAY_NAME = DATE_DAYalias0.DAY_NAME AND FLIGHTalias0.FLIGHT_DAYS = DAYSalias0.DAYS_CODE AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ) AND CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = 'DALLAS' AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE ;","SELECT flight_id, departure_time, arrival_time, airline_flight, airline_code, flight_number, aircraft_code_sequence, meal_code, stops, connections, dual_carrier, time_elapsed, KEY, KEY
FROM flight
WHERE departure_time >= '2021-07-30 00:00:00' AND departure_time < '2021",True,False,False,False,3.3482,49.2746,71.1,3985.1094,41.5,54.0,4941.875,15360.0,32.1737,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,atis,atis,atis_2584,Hard,what flights leave BALTIMORE for BOSTON after 600 o'clock on friday,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , DATE_DAY AS DATE_DAYalias0 , DAYS AS DAYSalias0 , FLIGHT AS FLIGHTalias0 WHERE ( ( DATE_DAYalias0.DAY_NUMBER = 25 AND DATE_DAYalias0.MONTH_NUMBER = 6 AND DATE_DAYalias0.YEAR = 1991 AND DAYSalias0.DAY_NAME = DATE_DAYalias0.DAY_NAME AND FLIGHTalias0.DEPARTURE_TIME > 600 AND FLIGHTalias0.FLIGHT_DAYS = DAYSalias0.DAYS_CODE ) AND CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = 'BOSTON' AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ) AND CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = 'BALTIMORE' AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE ;","SELECT flight_id, departure_time, arrival_time, airline_flight, airline_code, flight_number, aircraft_code_sequence, meal_code, stops, connections, dual_carrier, time_elapsed, KEY, KEY
FROM flight
WHERE departure_time >= '2021-04-23 16:00:00' AND departure_time < '202",True,False,False,False,3.3854,49.8227,56.8,3985.1094,41.5,77.0,4941.875,15360.0,32.1737,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,atis,atis,atis_3672,Extra Hard,what is the cheapest flight from DENVER to PITTSBURGH leaving on 9 28,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias2 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias3 , CITY AS CITYalias0 , CITY AS CITYalias1 , CITY AS CITYalias2 , CITY AS CITYalias3 , DATE_DAY AS DATE_DAYalias0 , DATE_DAY AS DATE_DAYalias1 , DAYS AS DAYSalias0 , DAYS AS DAYSalias1 , FARE AS FAREalias0 , FARE_BASIS AS FARE_BASISalias0 , FLIGHT AS FLIGHTalias0 , FLIGHT_FARE AS FLIGHT_FAREalias0 WHERE ( ( ( ( CITYalias3.CITY_CODE = AIRPORT_SERVICEalias3.CITY_CODE AND CITYalias3.CITY_NAME = 'PITTSBURGH' AND DATE_DAYalias1.DAY_NUMBER = 28 AND DATE_DAYalias1.MONTH_NUMBER = 9 AND DATE_DAYalias1.YEAR = 1991 AND DAYSalias1.DAY_NAME = DATE_DAYalias1.DAY_NAME AND FARE_BASISalias0.BASIS_DAYS = DAYSalias1.DAYS_CODE AND FAREalias0.FARE_BASIS_CODE = FARE_BASISalias0.FARE_BASIS_CODE AND FAREalias0.TO_AIRPORT = AIRPORT_SERVICEalias3.AIRPORT_CODE ) AND CITYalias2.CITY_CODE = AIRPORT_SERVICEalias2.CITY_CODE AND CITYalias2.CITY_NAME = 'DENVER' AND FAREalias0.FROM_AIRPORT = AIRPORT_SERVICEalias2.AIRPORT_CODE ) AND DATE_DAYalias0.DAY_NUMBER = 28 AND DATE_DAYalias0.MONTH_NUMBER = 9 AND DATE_DAYalias0.YEAR = 1991 AND DAYSalias0.DAY_NAME = DATE_DAYalias0.DAY_NAME AND FAREalias0.ONE_DIRECTION_COST = ( SELECT MIN( FAREalias1.ONE_DIRECTION_COST ) FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias4 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias5 , CITY AS CITYalias4 , CITY AS CITYalias5 , DATE_DAY AS DATE_DAYalias2 , DAYS AS DAYSalias2 , FARE AS FAREalias1 , FARE_BASIS AS FARE_BASISalias1 WHERE ( CITYalias5.CITY_CODE = AIRPORT_SERVICEalias5.CITY_CODE AND CITYalias5.CITY_NAME = 'PITTSBURGH' AND DATE_DAYalias2.DAY_NUMBER = 28 AND DATE_DAYalias2.MONTH_NUMBER = 9 AND DATE_DAYalias2.YEAR = 1991 AND DAYSalias2.DAY_NAME = DATE_DAYalias2.DAY_NAME AND FARE_BASISalias1.BASIS_DAYS = DAYSalias2.DAYS_CODE AND FAREalias1.FARE_BASIS_CODE = FARE_BASISalias1.FARE_BASIS_CODE AND FAREalias1.TO_AIRPORT = AIRPORT_SERVICEalias5.AIRPORT_CODE ) AND CITYalias4.CITY_CODE = AIRPORT_SERVICEalias4.CITY_CODE AND CITYalias4.CITY_NAME = 'DENVER' AND FAREalias1.FROM_AIRPORT = AIRPORT_SERVICEalias4.AIRPORT_CODE ) AND FLIGHT_FAREalias0.FARE_ID = FAREalias0.FARE_ID AND FLIGHTalias0.FLIGHT_DAYS = DAYSalias0.DAYS_CODE AND FLIGHTalias0.FLIGHT_ID = FLIGHT_FAREalias0.FLIGHT_ID ) AND CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = 'PITTSBURGH' AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ) AND CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = 'DENVER' AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE ;","SELECT airline_code, aircraft_code, aircraft_description,
       manufacturer, basic_type, engines, propulsion,
       wide_body, wing_span, length, weight, capacity,
       pay_load, cruising_speed, range_miles,
       pressurized, KEY, KEY, KEY, KEY,
       KEY, KEY, KEY, KEY, KEY, KEY, KEY,
       KEY, KEY",True,False,False,False,3.4793,49.2492,72.5,3985.1094,41.5,78.0,4941.875,15360.0,32.1737,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,atis,atis,atis_835,Hard,what are the flights from BOSTON to SAN FRANCISCO,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , FLIGHT AS FLIGHTalias0 WHERE CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = 'BOSTON' AND CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = 'SAN FRANCISCO' AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ;","SELECT airline_code, aircraft_code, aircraft_description,
       propulsion, wide_body, wing_span, length, weight, capacity,
       pay_load, cruising_speed, range_miles, pressurized,
       KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY,
       KEY, KEY, KEY, KEY, KEY, KEY, KEY,
       KEY, KEY, KEY, KEY",True,False,False,False,3.3717,49.8944,53.1,3985.1094,41.5,78.0,4941.875,15360.0,32.1737,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,atis,atis,atis_359,Hard,please list the flights from DALLAS FORT WORTH to BOSTON on 7 23,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , DATE_DAY AS DATE_DAYalias0 , DAYS AS DAYSalias0 , FLIGHT AS FLIGHTalias0 WHERE ( CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = 'BOSTON' AND DATE_DAYalias0.DAY_NUMBER = 23 AND DATE_DAYalias0.MONTH_NUMBER = 7 AND DATE_DAYalias0.YEAR = 1991 AND DAYSalias0.DAY_NAME = DATE_DAYalias0.DAY_NAME AND FLIGHTalias0.FLIGHT_DAYS = DAYSalias0.DAYS_CODE AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ) AND CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = 'DALLAS FORT WORTH' AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE ;","CREATE TABLE flight (
  flight_id,
  flight_days,
  from_airport,
  to_airport,
  departure_time,
  arrival_time,
  airline_flight,
  airline_code,
  flight_number,
  aircraft_code_sequence,
  meal_code,
  stops,
  connections,
  dual_carrier,",True,False,False,False,3.8857,49.3522,73.9,3985.1094,41.5,79.0,4941.875,15360.0,32.1737,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,atis,atis,atis_759,Hard,what are the flights from PITTSBURGH to OAKLAND,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , FLIGHT AS FLIGHTalias0 WHERE CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = 'PITTSBURGH' AND CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = 'OAKLAND' AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ;","SELECT airline_code, aircraft_code, aircraft_description,
       propulsion, wide_body, wing_span, length, weight, capacity,
       pay_load, cruising_speed, range_miles, pressurized,
       KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY,
       KEY, KEY, KEY, KEY, KEY, KEY, KEY,
       KEY, KEY, KEY, KEY",True,False,False,False,3.3632,49.8683,52.9,3985.1094,41.5,79.0,4941.875,15360.0,32.1737,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,atis,atis,atis_1164,Hard,show me the flights from SAN FRANCISCO to WASHINGTON,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , FLIGHT AS FLIGHTalias0 WHERE CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = 'SAN FRANCISCO' AND CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = 'WASHINGTON' AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ;","SELECT flight_id, departure_time, arrival_time, airline_flight, airline_code, flight_number, aircraft_code_sequence, meal_code, stops, connections, dual_carrier, time_elapsed, KEY, KEY, KEY
FROM flight
WHERE departure_time >= '2021-01-01 00:00:00' AND departure_time < '20",True,False,False,False,4.2653,49.4907,73.1,3985.1094,41.4,77.0,4941.875,15360.0,32.1737,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,atis,atis,atis_1034,Hard,please show me the return flights from MIAMI to NEW YORK,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , FLIGHT AS FLIGHTalias0 WHERE CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = 'MIAMI' AND CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = 'NEW YORK' AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ;","SELECT airline_code, aircraft_code, aircraft_description,
       propulsion, wide_body, wing_span, length, weight, capacity,
       pay_load, cruising_speed, range_miles, pressurized,
       KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY,
       KEY, KEY, KEY, KEY, KEY, KEY, KEY,
       KEY, KEY, KEY, KEY",True,False,False,False,3.3674,49.7533,60.6,3985.1094,41.5,62.0,4941.875,15360.0,32.1737,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,atis,atis,atis_173,Hard,flights from ATLANTA to SAN FRANCISCO 8 2,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , DATE_DAY AS DATE_DAYalias0 , DAYS AS DAYSalias0 , FLIGHT AS FLIGHTalias0 WHERE ( CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = 'SAN FRANCISCO' AND DATE_DAYalias0.DAY_NUMBER = 2 AND DATE_DAYalias0.MONTH_NUMBER = 8 AND DATE_DAYalias0.YEAR = 1991 AND DAYSalias0.DAY_NAME = DATE_DAYalias0.DAY_NAME AND FLIGHTalias0.FLIGHT_DAYS = DAYSalias0.DAYS_CODE AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ) AND CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = 'ATLANTA' AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE ;","CREATE TABLE flight (
  flight_id,
  flight_days,
  from_airport,
  to_airport,
  departure_time,
  arrival_time,
  airline_flight,
  airline_code,
  flight_number,
  aircraft_code_sequence,
  meal_code,
  stops,
  connections,
  dual_carrier,
  time",True,False,False,False,3.7511,49.5674,67.8,3985.1094,41.5,73.0,4941.875,15360.0,32.1737,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,atis,atis,atis_2390,Hard,i need one FIRST class ticket from DALLAS FORT WORTH to SAN FRANCISCO,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , FARE AS FAREalias0 , FARE_BASIS AS FARE_BASISalias0 , FLIGHT AS FLIGHTalias0 , FLIGHT_FARE AS FLIGHT_FAREalias0 WHERE ( CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = 'SAN FRANCISCO' AND FARE_BASISalias0.CLASS_TYPE = 'FIRST' AND FAREalias0.FARE_BASIS_CODE = FARE_BASISalias0.FARE_BASIS_CODE AND FLIGHT_FAREalias0.FARE_ID = FAREalias0.FARE_ID AND FLIGHTalias0.FLIGHT_ID = FLIGHT_FAREalias0.FLIGHT_ID AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ) AND CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = 'DALLAS FORT WORTH' AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE ;","SELECT airline_code, aircraft_code, aircraft_description,
       manufacturer, basic_type, engines, propulsion,
       wide_body, wing_span, length, weight, capacity,
       pay_load, cruising_speed, range_miles,
       pressurized, KEY, KEY, KEY, KEY, KEY,
       KEY, KEY, KEY, KEY, KEY, KEY, KEY,
       KEY",True,False,False,False,3.3265,49.304,71.0,3985.1094,41.4,55.0,4941.875,15360.0,32.1737,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,atis,atis,atis_3527,Easy,what does CO mean,SELECT DISTINCT AIRLINEalias0.AIRLINE_CODE FROM AIRLINE AS AIRLINEalias0 WHERE AIRLINEalias0.AIRLINE_CODE = 'CO' ;,"SELECT airline_code, aircraft_description, manufacturer, basic_type, engines, propulsion, wide_body, wing_span, length, weight, capacity, pay_load, cruising_speed, range_miles, pressurized, CO, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY,",True,False,False,False,3.3601,49.7409,56.4,3985.1094,41.4,72.0,4941.875,15360.0,32.1737,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,atis,atis,atis_4697,Hard,list the airlines that have nonstop afternoon flights from BOSTON to OAKLAND,"SELECT DISTINCT AIRLINEalias0.AIRLINE_CODE FROM AIRLINE AS AIRLINEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , FLIGHT AS FLIGHTalias0 WHERE ( ( CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = 'BOSTON' AND CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = 'OAKLAND' AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ) AND FLIGHTalias0.DEPARTURE_TIME BETWEEN 1200 AND 1800 ) AND FLIGHTalias0.AIRLINE_CODE = AIRLINEalias0.AIRLINE_CODE AND FLIGHTalias0.STOPS = 0 ;","SELECT airline_code, aircraft_code, aircraft_description, propulsion, wide_body, wing_span, length, weight, capacity, pay_load, cruising_speed, range_miles, pressurized, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY, KEY",True,False,False,False,3.3693,49.154,73.9,3985.1094,41.5,79.0,4941.875,15360.0,32.1737,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,atis,atis,atis_3906,Hard,please give me a list of all the flights between DALLAS and BALTIMORE and their cost,"SELECT DISTINCT FAREalias0.FARE_ID , FLIGHTalias0.AIRLINE_CODE , FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , FARE AS FAREalias0 , FLIGHT AS FLIGHTalias0 , FLIGHT_FARE AS FLIGHT_FAREalias0 WHERE CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = 'DALLAS' AND CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = 'BALTIMORE' AND FLIGHT_FAREalias0.FARE_ID = FAREalias0.FARE_ID AND FLIGHTalias0.FLIGHT_ID = FLIGHT_FAREalias0.FLIGHT_ID AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ;","SELECT
  flight_id,
  flight_days,
  from_airport,
  to_airport,
  departure_time,
  arrival_time,
  airline_flight,
  airline_code,
  flight_number,
  aircraft_code_sequence,
  meal_code,
  stops,
  connections,
  dual_carrier,
  time_el",True,False,False,False,3.3384,49.9792,53.2,3985.1094,41.5,74.0,4941.875,15360.0,32.1737,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,atis,atis,atis_2173,Medium,show me ground transportation in DENVER during weekdays,"SELECT DISTINCT GROUND_SERVICEalias0.TRANSPORT_TYPE FROM CITY AS CITYalias0 , GROUND_SERVICE AS GROUND_SERVICEalias0 WHERE CITYalias0.CITY_NAME = 'DENVER' AND GROUND_SERVICEalias0.CITY_CODE = CITYalias0.CITY_CODE ;","SELECT
  gt.airport_code,
  gt.airport_name,
  gt.note,
  gt.KEY,
  gt.KEY
FROM
  airline a
  JOIN airport_service AS gt ON a.airline_code = gt.airport_code
  JOIN airport ON airport.airport_code = gt.airport_code",True,False,False,False,3.8167,49.2238,75.0,3985.1094,41.5,79.0,4941.875,15360.0,32.1737,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,atis,atis,atis_3844,Hard,which airline has the most BUSINESS class flights,"SELECT DISTINCT COUNT( * ) , FLIGHTalias0.AIRLINE_CODE FROM FARE AS FAREalias0 , FARE_BASIS AS FARE_BASISalias0 , FLIGHT AS FLIGHTalias0 , FLIGHT_FARE AS FLIGHT_FAREalias0 WHERE FARE_BASISalias0.CLASS_TYPE = 'BUSINESS' AND FAREalias0.FARE_BASIS_CODE = FARE_BASISalias0.FARE_BASIS_CODE AND FLIGHT_FAREalias0.FARE_ID = FAREalias0.FARE_ID AND FLIGHTalias0.FLIGHT_ID = FLIGHT_FAREalias0.FLIGHT_ID GROUP BY FLIGHTalias0.AIRLINE_CODE ;","SELECT airline_code, COUNT(*) AS total_business_class_flights
FROM airline
GROUP BY airline_code
ORDER BY total_business_class_flights DESC
LIMIT 1;",True,True,True,False,3.2647,49.847,53.3,3985.1094,41.5,75.0,4941.875,15360.0,32.1737,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
TinyLlama,atis,atis,atis_301,Hard,SAN FRANCISCO to PITTSBURGH friday,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , DATE_DAY AS DATE_DAYalias0 , DAYS AS DAYSalias0 , FLIGHT AS FLIGHTalias0 WHERE ( CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = 'PITTSBURGH' AND DATE_DAYalias0.DAY_NUMBER = 25 AND DATE_DAYalias0.MONTH_NUMBER = 6 AND DATE_DAYalias0.YEAR = 1991 AND DAYSalias0.DAY_NAME = DATE_DAYalias0.DAY_NAME AND FLIGHTalias0.FLIGHT_DAYS = DAYSalias0.DAYS_CODE AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ) AND CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = 'SAN FRANCISCO' AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE ;","CREATE TABLE airline (
  airline_code,
  airline_name,
  note,
  KEY,
  KEY
);",True,False,False,False,3.4643,49.2619,71.1,3985.1094,41.5,45.0,4941.875,15360.0,32.1737,2382.6326,5455.43,191.4,3420.94,4546.0,True,True
